Lambda	        A	     B	     C	    D	     E	      F	      G	     H	      I	      J
929.65523	0.83938	1.50841	2.2222	1.04142	4.86642	0.89382	3.87563	7.54652	2.73003	0.2046
927.72648	0.82864	1.51588	2.21827	1.04756	4.86269	0.8973	3.87657	7.55828	2.72898	0.20915
925.79774	0.81471	1.51673	2.22313	1.05329	4.86157	0.90473	3.87238	7.57257	2.72633	0.22042
923.86899	0.80947	1.52187	2.23576	1.05593	4.87689	0.91767	3.87734	7.59436	2.73897	0.22311
921.94025	0.81451	1.53283	2.24735	1.058	4.9012	0.92273	3.89567	7.62157	2.76133	0.21544
920.0115	0.82915	1.54358	2.26012	1.06227	4.93614	0.91623	3.92747	7.66242	2.78309	0.20962
918.08276	0.84701	1.55215	2.26777	1.06565	4.95493	0.90827	3.94623	7.68768	2.78915	0.20461
916.15401	0.85506	1.55225	2.25952	1.06596	4.92282	0.90112	3.92667	7.65869	2.77397	0.19656
914.22526	0.8494	1.54337	2.23971	1.06607	4.87351	0.89428	3.89401	7.60455	2.75353	0.1978
912.29652	0.83272	1.53323	2.21283	1.06494	4.83302	0.88859	3.86855	7.54554	2.73207	0.20796
910.36777	0.81585	1.52671	2.19233	1.06411	4.80035	0.88622	3.85182	7.49418	2.71671	0.21059
908.43903	0.81549	1.52536	2.19728	1.06875	4.80497	0.89123	3.85929	7.50084	2.72695	0.20404
906.51028	0.82901	1.5273	2.21729	1.07177	4.84105	0.8993	3.88214	7.55068	2.7482	0.19819
904.58154	0.83916	1.5268	2.22656	1.06404	4.86139	0.90013	3.88561	7.56928	2.74691	0.2017
902.65279	0.8402	1.52399	2.22257	1.05232	4.86152	0.894	3.86939	7.5556	2.7292	0.21364
900.72405	0.8356	1.52	2.21175	1.04332	4.84008	0.89015	3.84404	7.52465	2.7131	0.21852
898.7953	0.82539	1.50591	2.18645	1.02826	4.76243	0.88532	3.78846	7.4248	2.68498	0.2125
896.86656	0.81058	1.48453	2.15217	1.00664	4.66401	0.87404	3.7208	7.28998	2.64898	0.20852
894.93781	0.80165	1.47771	2.13667	0.99561	4.64243	0.86851	3.71203	7.25876	2.64625	0.20588
893.00907	0.80909	1.49206	2.15037	1.001	4.70439	0.87699	3.76601	7.34542	2.67847	0.19885
891.08032	0.82775	1.50786	2.17319	1.01361	4.76213	0.89288	3.80754	7.42382	2.70118	0.1969
889.15158	0.83684	1.50964	2.18191	1.02025	4.76051	0.90381	3.79879	7.42316	2.69721	0.20218
887.22283	0.82752	1.50626	2.17474	1.01894	4.72472	0.90297	3.77336	7.38613	2.68513	0.20347
885.29409	0.81853	1.51254	2.16786	1.02367	4.71085	0.89903	3.77268	7.37891	2.68406	0.20337
883.36534	0.82198	1.52605	2.17117	1.03098	4.71961	0.89679	3.78509	7.38831	2.68809	0.20684
881.4366	0.8249	1.52937	2.1739	1.02699	4.70685	0.89133	3.77315	7.35127	2.67661	0.20273
879.50785	0.82259	1.51513	2.16571	1.01771	4.67854	0.88784	3.7464	7.29197	2.66084	0.19041
877.5791	0.81736	1.48886	2.14432	1.00732	4.64234	0.88486	3.71191	7.243	2.65017	0.18746
875.65036	0.80057	1.4599	2.1086	0.99182	4.57806	0.87258	3.65475	7.16382	2.62553	0.19784
873.72161	0.78464	1.44958	2.08753	0.98069	4.53287	0.86133	3.61355	7.09674	2.60344	0.20641
871.79287	0.78785	1.46644	2.10747	0.98293	4.55064	0.85998	3.62212	7.11236	2.61272	0.20652
869.86412	0.79328	1.48782	2.13613	0.98892	4.58117	0.8564	3.64612	7.15387	2.6349	0.20722
867.93538	0.79026	1.49839	2.14698	0.99432	4.596	0.85105	3.66687	7.1853	2.65076	0.21407
866.00663	0.79452	1.50384	2.15506	1.00102	4.61908	0.85789	3.69703	7.23654	2.66168	0.21765
864.07789	0.80433	1.49918	2.15153	0.99615	4.62213	0.86489	3.7058	7.2489	2.65238	0.20919
862.14914	0.80763	1.48203	2.12306	0.98249	4.57848	0.85539	3.66744	7.1769	2.61996	0.19617
860.2204	0.80908	1.47606	2.09281	0.9787	4.53584	0.84506	3.62169	7.09782	2.59466	0.18888
858.29165	0.81083	1.48869	2.08231	0.98202	4.53194	0.84497	3.60638	7.07621	2.59149	0.19302
856.36291	0.8082	1.49808	2.09166	0.98587	4.5479	0.84556	3.61812	7.10208	2.5986	0.20919
854.43416	0.80574	1.49889	2.10637	0.99225	4.55489	0.84156	3.63302	7.13419	2.60155	0.22066
852.50542	0.79986	1.49117	2.10017	0.9891	4.52208	0.8305	3.61414	7.10171	2.58087	0.21331
850.57667	0.78082	1.46951	2.0687	0.96817	4.45206	0.81701	3.56031	6.99604	2.53924	0.19692
848.64793	0.76354	1.45298	2.0442	0.9494	4.40914	0.81063	3.52212	6.92145	2.51796	0.18953
846.71918	0.76628	1.4537	2.03838	0.94934	4.40625	0.80801	3.51157	6.91409	2.53022	0.19729
844.79043	0.77566	1.45504	2.03039	0.96099	4.39222	0.80267	3.49511	6.90177	2.54142	0.20371
842.86169	0.77396	1.45121	2.01299	0.96483	4.35399	0.79349	3.46624	6.84747	2.52155	0.19461
840.93294	0.77294	1.45725	2.00107	0.95151	4.32862	0.78337	3.45437	6.80766	2.49001	0.17885
839.0042	0.77946	1.47673	2.01484	0.94049	4.35925	0.78312	3.48372	6.85885	2.4943	0.16563
837.07545	0.7832	1.49168	2.04722	0.94569	4.42296	0.79809	3.527	6.95874	2.53205	0.16129
835.14671	0.78857	1.4952	2.06674	0.95377	4.45507	0.81554	3.54483	7.00998	2.56096	0.17091
833.21796	0.80072	1.5025	2.07322	0.96095	4.45605	0.82341	3.55339	7.02191	2.57264	0.18506
831.28922	0.80609	1.51055	2.07565	0.96918	4.44861	0.82288	3.56558	7.01515	2.57605	0.19164
829.36047	0.79711	1.50609	2.06479	0.96943	4.43518	0.82066	3.56513	6.9832	2.56768	0.18887
827.43173	0.78435	1.49536	2.04658	0.9618	4.42388	0.8178	3.54664	6.95172	2.54558	0.17858
825.50298	0.77277	1.48353	2.02964	0.95438	4.401	0.80776	3.50683	6.90142	2.51235	0.16573
823.57424	0.75778	1.47273	2.00816	0.94849	4.34444	0.79686	3.45303	6.80607	2.47495	0.16134
821.64549	0.74649	1.47567	1.99246	0.93948	4.28394	0.7981	3.41993	6.74626	2.45206	0.16919
819.71675	0.74741	1.50064	2.00756	0.92861	4.27959	0.80845	3.441	6.80168	2.46754	0.18192
817.788	0.7533	1.5296	2.04321	0.91941	4.33062	0.81506	3.49166	6.90195	2.50651	0.19079
815.85926	0.75478	1.5313	2.05907	0.91402	4.36664	0.80845	3.50422	6.92743	2.5163	0.18992
813.93051	0.75447	1.51225	2.04154	0.91889	4.35576	0.79493	3.47539	6.89053	2.49197	0.18602
812.00176	0.75508	1.50489	2.00882	0.93109	4.33808	0.78757	3.45172	6.86732	2.47238	0.18774
810.07302	0.75297	1.5128	1.9819	0.93525	4.33369	0.78764	3.44082	6.85868	2.46324	0.18744
808.14427	0.74738	1.51226	1.96846	0.92377	4.32159	0.78543	3.43328	6.82735	2.44965	0.17944
806.21553	0.73809	1.48979	1.96241	0.90895	4.29299	0.77354	3.41933	6.76982	2.43305	0.17088
804.28678	0.72645	1.45983	1.95605	0.9053	4.25362	0.76193	3.39141	6.71009	2.42288	0.1677
802.35804	0.72063	1.44743	1.95524	0.90993	4.22282	0.7641	3.37587	6.67714	2.42544	0.17208
800.42929	0.72135	1.45601	1.96312	0.90898	4.2091	0.77422	3.37522	6.65932	2.43527	0.17901
798.50055	0.72158	1.46435	1.96455	0.89658	4.19108	0.77976	3.36219	6.6303	2.43636	0.18384
796.5718	0.72895	1.47472	1.9652	0.89185	4.19123	0.78127	3.36835	6.65004	2.43938	0.19063
794.64306	0.74784	1.50485	1.98039	0.90863	4.23862	0.78512	3.4112	6.7489	2.46241	0.19386
792.71431	0.76027	1.52805	1.9875	0.92731	4.26815	0.78985	3.42636	6.80494	2.47043	0.18294
790.78557	0.75509	1.50584	1.95239	0.92456	4.20173	0.78461	3.36789	6.70547	2.42371	0.16521
788.85682	0.74173	1.45651	1.88852	0.90358	4.07426	0.76318	3.27003	6.51326	2.35046	0.15284
786.92808	0.73791	1.42823	1.85396	0.88957	3.98596	0.73757	3.20179	6.38536	2.30414	0.15027
784.99933	0.74872	1.43193	1.86974	0.89101	3.97716	0.72318	3.19234	6.38347	2.29596	0.15949
783.07059	0.76006	1.44282	1.89153	0.88824	4.00595	0.72457	3.21368	6.44249	2.30131	0.17081
781.14184	0.76866	1.45202	1.88998	0.87998	4.03679	0.73602	3.24389	6.50597	2.31218	0.17446
779.2131	0.77772	1.46377	1.88288	0.88086	4.06831	0.74366	3.27537	6.55555	2.33048	0.17821
777.28435	0.77052	1.46212	1.87579	0.87785	4.06734	0.73912	3.2693	6.53902	2.33583	0.18108
775.3556	0.74301	1.4404	1.85762	0.85987	4.01041	0.73055	3.21602	6.43966	2.31836	0.17234
773.42686	0.72155	1.42267	1.83264	0.84673	3.93592	0.72554	3.16421	6.32695	2.29023	0.16354
771.49811	0.72024	1.41776	1.80822	0.85095	3.87875	0.71978	3.13763	6.25794	2.26147	0.16809
769.56937	0.7296	1.41638	1.7938	0.86458	3.85916	0.71325	3.13646	6.25394	2.2474	0.17832
767.64062	0.73618	1.41473	1.79255	0.87006	3.86508	0.71172	3.13967	6.27845	2.2465	0.185
765.71188	0.73375	1.4103	1.7941	0.86031	3.85811	0.71762	3.11019	6.2678	2.23873	0.18648
763.78313	0.73199	1.41579	1.80324	0.85384	3.86016	0.73036	3.08188	6.26999	2.23904	0.18424
761.85439	0.73734	1.43688	1.81701	0.85323	3.8857	0.73692	3.09097	6.31017	2.25548	0.17917
759.92564	0.74139	1.45235	1.81752	0.84457	3.89273	0.72649	3.0974	6.30975	2.26075	0.17291
757.9969	0.73891	1.45039	1.80855	0.83632	3.87148	0.71264	3.08243	6.27076	2.25155	0.16903
756.06815	0.72983	1.42719	1.78532	0.83558	3.82758	0.70178	3.05475	6.2133	2.22688	0.16486
754.13941	0.72127	1.3986	1.75269	0.83895	3.78158	0.68587	3.02211	6.14522	2.19133	0.16514
752.21066	0.72567	1.40799	1.75677	0.85004	3.79196	0.67642	3.02503	6.1566	2.18776	0.1776
750.28192	0.73634	1.44768	1.79577	0.86174	3.84257	0.68509	3.05288	6.23048	2.21628	0.1837
748.35317	0.73545	1.46162	1.80768	0.85963	3.84538	0.69733	3.0453	6.22362	2.22074	0.17278
746.42443	0.72781	1.44971	1.78312	0.85016	3.80699	0.70459	3.02296	6.15743	2.19684	0.17153
744.49568	0.7241	1.43595	1.7547	0.84062	3.77196	0.70969	3.00522	6.10497	2.17301	0.18409
742.56693	0.72202	1.41465	1.73308	0.82637	3.72935	0.7043	2.96234	6.02512	2.14305	0.18253
740.63819	0.72235	1.40822	1.72969	0.81654	3.70756	0.69248	2.928	5.96994	2.12002	0.17157
738.70944	0.72514	1.43375	1.74466	0.82203	3.72358	0.68792	2.93173	6.00105	2.12615	0.17412
736.7807	0.72671	1.45462	1.75718	0.83056	3.72802	0.68713	2.94271	6.03317	2.1419	0.18153
734.85195	0.72512	1.45255	1.76408	0.82416	3.7116	0.6861	2.94942	6.02498	2.15109	0.18266
732.92321	0.72098	1.45206	1.76787	0.80665	3.70415	0.69174	2.95728	6.02055	2.16285	0.1838
730.99446	0.72015	1.45919	1.76373	0.79722	3.70797	0.70296	2.9605	6.02789	2.17744	0.18343
729.06572	0.7245	1.46182	1.76234	0.80422	3.70787	0.71116	2.95091	6.03213	2.18185	0.17709
727.13697	0.73048	1.46643	1.76742	0.81722	3.69533	0.7103	2.92319	6.02067	2.17022	0.16534
725.20823	0.7367	1.47752	1.7652	0.82391	3.68038	0.69836	2.89552	5.99557	2.15302	0.153
723.27948	0.74643	1.4883	1.76381	0.82563	3.6882	0.69008	2.89397	5.9961	2.15384	0.14758
721.35074	0.75502	1.49802	1.77763	0.83072	3.72059	0.69848	2.91612	6.04572	2.18077	0.14726
719.42199	0.74694	1.49917	1.78866	0.8354	3.73392	0.70263	2.93676	6.08725	2.19829	0.14744
717.49325	0.7365	1.49982	1.79136	0.83802	3.72369	0.69224	2.94907	6.09591	2.19705	0.15154
715.5645	0.74552	1.52099	1.80427	0.84975	3.73944	0.68901	2.96796	6.12608	2.21181	0.16096
713.63576	0.76011	1.54638	1.81744	0.8656	3.7791	0.69459	2.98459	6.16869	2.2348	0.17109
711.70701	0.77302	1.55578	1.81906	0.87463	3.8049	0.70068	2.98864	6.1926	2.24443	0.18092
709.77826	0.78209	1.55057	1.80984	0.87511	3.79867	0.70633	2.98286	6.18529	2.23732	0.19098
707.84952	0.7761	1.53256	1.79305	0.86395	3.7707	0.70378	2.96109	6.13349	2.21363	0.19276
705.92077	0.77529	1.52321	1.79875	0.84735	3.76633	0.69889	2.94508	6.11123	2.2007	0.18051
703.99203	0.78806	1.53098	1.82388	0.82748	3.7804	0.6991	2.94591	6.1389	2.1984	0.16109
702.06328	0.78146	1.52984	1.82191	0.8062	3.7552	0.69217	2.93584	6.11382	2.17627	0.14695
700.13454	0.75746	1.52419	1.80282	0.80239	3.71465	0.67935	2.92527	6.05529	2.15867	0.1443
698.20579	0.75196	1.53928	1.80473	0.81935	3.71845	0.68143	2.94101	6.07346	2.18327	0.15206
696.27705	0.76659	1.56642	1.82182	0.83733	3.75109	0.7018	2.97027	6.16575	2.23475	0.17109
694.3483	0.77222	1.58057	1.8346	0.8389	3.76091	0.71892	2.98025	6.22789	2.26095	0.18642
692.41956	0.76042	1.57491	1.83841	0.82779	3.74619	0.7153	2.96054	6.20838	2.24212	0.17924
690.49081	0.75458	1.56079	1.83495	0.81813	3.74425	0.69679	2.93729	6.17683	2.21877	0.16712
688.56207	0.76076	1.55424	1.82568	0.80982	3.74396	0.6848	2.92224	6.17268	2.20812	0.16676
686.63332	0.7602	1.56958	1.81521	0.80455	3.72611	0.69144	2.9119	6.17064	2.20249	0.1702
684.70458	0.75757	1.60269	1.81942	0.81293	3.73191	0.70322	2.92561	6.19104	2.22015	0.17814
682.77583	0.76578	1.61884	1.83885	0.82491	3.75726	0.70205	2.95066	6.22368	2.23984	0.18776
680.84709	0.77574	1.60219	1.84932	0.82307	3.75796	0.69276	2.95108	6.22907	2.22588	0.18589
678.91834	0.78291	1.5991	1.85811	0.82301	3.77988	0.69512	2.96506	6.28107	2.22617	0.17671
676.98959	0.78666	1.63184	1.8765	0.83803	3.83917	0.70638	3.00898	6.38507	2.26136	0.16768
675.06085	0.78091	1.6502	1.87161	0.83928	3.8357	0.70886	2.99846	6.37098	2.261	0.15763
673.1321	0.769	1.6255	1.83485	0.81318	3.74859	0.70178	2.90462	6.20282	2.21014	0.15353
671.20336	0.74524	1.57306	1.77598	0.7805	3.62559	0.68318	2.75921	5.95128	2.13539	0.16219
669.27461	0.70315	1.51176	1.69447	0.75029	3.4885	0.646	2.6096	5.67551	2.03875	0.17683
667.34587	0.69409	1.5089	1.66733	0.74588	3.47599	0.62495	2.63052	5.67547	2.01658	0.18401
665.41712	0.73076	1.56701	1.72146	0.77499	3.59445	0.64645	2.78159	5.92371	2.09362	0.18155
663.48838	0.73625	1.58981	1.74889	0.79521	3.62845	0.6647	2.8217	5.97854	2.11912	0.17385
661.55963	0.70625	1.57493	1.73889	0.80549	3.57437	0.66473	2.76458	5.84557	2.07963	0.16558
659.63089	0.68955	1.57171	1.7437	0.82609	3.55802	0.66104	2.73349	5.77371	2.05967	0.16204
657.70214	0.70751	1.58402	1.76471	0.84228	3.58851	0.65735	2.76196	5.82034	2.06927	0.1569
655.7734	0.74829	1.60381	1.78411	0.84069	3.60294	0.65943	2.80688	5.89297	2.07221	0.15286
653.84465	0.79117	1.64151	1.8151	0.83589	3.62657	0.67219	2.84232	5.9836	2.08391	0.1567
651.91591	0.81933	1.68516	1.84777	0.83904	3.68585	0.69159	2.87452	6.0943	2.11412	0.15252
649.98716	0.81573	1.70583	1.84121	0.84322	3.71487	0.71026	2.89381	6.13635	2.1311	0.14357
648.05842	0.78068	1.68864	1.79703	0.8277	3.6604	0.70944	2.86809	6.05498	2.11319	0.14938
646.12967	0.75781	1.65888	1.76921	0.80681	3.59792	0.69778	2.8223	5.9603	2.09015	0.15114
644.20093	0.77558	1.65271	1.78021	0.81988	3.62362	0.70148	2.81879	5.99123	2.10644	0.14197
642.27218	0.79955	1.66147	1.79294	0.85104	3.68326	0.70105	2.84219	6.07568	2.13852	0.15121
640.34343	0.78949	1.65429	1.77445	0.84709	3.64985	0.67242	2.82315	6.01914	2.12721	0.17331
638.41469	0.77157	1.64512	1.75057	0.8114	3.56041	0.64426	2.7776	5.87831	2.09031	0.18023
636.48594	0.78311	1.65874	1.75301	0.78474	3.5288	0.64378	2.76541	5.83773	2.0793	0.17733
634.5572	0.80867	1.67408	1.7685	0.78419	3.54614	0.65979	2.78248	5.8742	2.0878	0.16851
632.62845	0.81431	1.67368	1.76878	0.80059	3.55219	0.66541	2.79666	5.88061	2.08173	0.14936
630.69971	0.7994	1.66802	1.7522	0.80982	3.5408	0.65597	2.79218	5.86033	2.06596	0.14028
628.77096	0.78884	1.66883	1.7409	0.80554	3.52613	0.64789	2.77585	5.85245	2.06226	0.15964
626.84222	0.79324	1.69921	1.74992	0.80767	3.53055	0.64736	2.78375	5.88751	2.07409	0.18598
624.91347	0.80425	1.74954	1.7641	0.8216	3.56222	0.65408	2.82312	5.97173	2.09548	0.18975
622.98473	0.81156	1.76875	1.76585	0.82813	3.57701	0.66615	2.84646	6.03094	2.1142	0.17394
621.05598	0.80495	1.75011	1.75875	0.81851	3.54068	0.67517	2.81823	5.98088	2.11899	0.15619
619.12724	0.78718	1.73056	1.75089	0.80643	3.48947	0.68035	2.7687	5.87889	2.10833	0.14592
617.19849	0.77939	1.73992	1.76587	0.80572	3.49456	0.68636	2.77692	5.89514	2.10424	0.1501
615.26975	0.79168	1.771	1.80527	0.8159	3.5624	0.68785	2.84955	6.03874	2.12454	0.16278
613.341	0.81055	1.78925	1.82583	0.82995	3.62035	0.68388	2.90199	6.14529	2.15488	0.16878
611.41226	0.82711	1.7995	1.8312	0.84473	3.64664	0.6877	2.91384	6.18896	2.19231	0.17145
609.48351	0.83556	1.81177	1.84211	0.84916	3.64304	0.68701	2.89461	6.18962	2.20986	0.17219
607.55476	0.82709	1.80511	1.8388	0.83653	3.59199	0.6655	2.83879	6.11934	2.17283	0.16369
605.62602	0.81015	1.7834	1.81925	0.8197	3.53624	0.64815	2.79053	6.03144	2.1257	0.16043
603.69727	0.79718	1.7743	1.79977	0.80226	3.5196	0.64795	2.77512	5.97751	2.10796	0.16769
601.76853	0.79746	1.80039	1.80344	0.79257	3.54648	0.65923	2.79051	6.00801	2.11839	0.17273
599.83978	0.81096	1.83911	1.83515	0.80479	3.59885	0.68235	2.82904	6.11494	2.14533	0.17561
597.91104	0.82181	1.84089	1.85014	0.82085	3.61987	0.69746	2.85121	6.15849	2.15495	0.17861
595.98229	0.82727	1.82828	1.82576	0.82802	3.59264	0.69062	2.85766	6.11561	2.13763	0.17706
594.05355	0.83627	1.83936	1.78899	0.83213	3.56515	0.67644	2.87266	6.07983	2.1168	0.17134
592.1248	0.84053	1.8571	1.76455	0.82754	3.5608	0.66619	2.87743	6.05953	2.11369	0.16696
590.19606	0.82979	1.87615	1.76819	0.83154	3.56929	0.66783	2.87782	6.07107	2.14047	0.16838
588.26731	0.81696	1.90164	1.80218	0.85805	3.58509	0.6785	2.89739	6.15098	2.18464	0.17374
586.33857	0.81804	1.91651	1.84585	0.87029	3.60475	0.68733	2.92487	6.24276	2.20846	0.17458
584.40982	0.83058	1.92372	1.86995	0.84913	3.61489	0.70178	2.95004	6.27533	2.1861	0.16501
582.48108	0.83111	1.92978	1.85148	0.82625	3.58253	0.71086	2.93861	6.21696	2.13598	0.15732
580.55233	0.80563	1.92599	1.80656	0.82155	3.52276	0.68734	2.88272	6.11798	2.09914	0.16089
578.62359	0.78948	1.92712	1.78363	0.81862	3.51325	0.66005	2.86556	6.09538	2.09631	0.16466
576.69484	0.80912	1.93022	1.78857	0.79621	3.55039	0.66457	2.89732	6.12258	2.10096	0.15677
574.76609	0.82747	1.92295	1.80007	0.77243	3.58081	0.68396	2.90883	6.13164	2.09251	0.14255
572.83735	0.81861	1.90479	1.79599	0.77713	3.5651	0.68614	2.875	6.10931	2.06748	0.13382
570.9086	0.80217	1.84573	1.75023	0.78592	3.45068	0.65537	2.78182	5.96605	1.98928	0.13083
568.97986	0.78326	1.77712	1.69054	0.77784	3.30167	0.60201	2.67632	5.75274	1.8979	0.13632
567.05111	0.76829	1.7778	1.66592	0.78198	3.23907	0.56409	2.65392	5.6634	1.8859	0.15809
565.12237	0.77239	1.81439	1.661	0.79386	3.22471	0.57145	2.6778	5.65855	1.91279	0.1882
563.19362	0.78469	1.80255	1.64427	0.78025	3.18144	0.60385	2.64526	5.57948	1.89783	0.21189
561.26488	0.7995	1.76507	1.63694	0.76136	3.16382	0.62221	2.59812	5.49575	1.86905	0.21375
559.33613	0.81506	1.77032	1.67233	0.75892	3.22218	0.62631	2.62378	5.53228	1.87651	0.18374
557.40739	0.82022	1.80537	1.74375	0.76027	3.30573	0.63609	2.69525	5.64578	1.92299	0.15048
555.47864	0.81255	1.80403	1.78066	0.76366	3.33048	0.64797	2.72208	5.7042	1.96238	0.15572
553.5499	0.79572	1.76517	1.73244	0.77081	3.28418	0.63726	2.67496	5.64981	1.95371	0.17986
551.62115	0.80243	1.76467	1.68839	0.78259	3.28456	0.61496	2.65329	5.61792	1.95111	0.1751
549.69241	0.84696	1.82801	1.72136	0.79852	3.38525	0.61995	2.72984	5.70615	2.00417	0.14627
547.76366	0.87882	1.89828	1.77763	0.80381	3.47989	0.66435	2.8262	5.83945	2.07515	0.12329
545.83492	0.87786	1.95441	1.81616	0.80946	3.52049	0.71555	2.87517	5.999	2.12193	0.11
543.90617	0.89	2.01161	1.84646	0.83669	3.55491	0.71777	2.90065	6.15535	2.13725	0.10794
541.97742	0.91427	2.01893	1.86289	0.85395	3.57047	0.67445	2.89979	6.14995	2.11935	0.11761
540.04868	0.89471	1.95252	1.85863	0.83973	3.52137	0.64498	2.8475	5.96407	2.06613	0.1281
538.11993	0.84223	1.88227	1.81862	0.82947	3.41016	0.63924	2.75037	5.75417	1.99812	0.13942
536.19119	0.81546	1.85833	1.75733	0.83492	3.30521	0.65101	2.6641	5.64364	1.96349	0.14449
534.26244	0.81399	1.86098	1.73184	0.83031	3.2683	0.68322	2.63047	5.62966	1.96976	0.13631
532.3337	0.81488	1.86196	1.74768	0.81211	3.29234	0.71003	2.63862	5.65526	1.98465	0.12815
530.40495	0.82381	1.86327	1.76622	0.79216	3.34734	0.71342	2.67877	5.70442	2.00124	0.13089
528.47621	0.82919	1.86072	1.76679	0.76483	3.38763	0.68797	2.70617	5.71598	2.00914	0.12737
526.54746	0.82755	1.85927	1.7637	0.75734	3.39807	0.65736	2.69056	5.69789	2.01943	0.11794
524.61872	0.85158	1.90238	1.80897	0.81501	3.45673	0.67049	2.70477	5.82753	2.07847	0.14408
522.68997	0.88579	1.98069	1.88009	0.88847	3.56245	0.70684	2.75961	6.04521	2.13778	0.18631
520.76123	0.89652	2.02259	1.88086	0.89763	3.58596	0.70912	2.78335	6.06805	2.12386	0.18925
518.83248	0.89788	1.99069	1.81064	0.84656	3.47956	0.65359	2.76172	5.86123	2.04707	0.1647
516.90374	0.90388	1.92576	1.74924	0.79531	3.3508	0.58142	2.70995	5.64483	1.94206	0.15625
514.97499	0.8958	1.88525	1.71011	0.76811	3.27113	0.56185	2.6322	5.51681	1.85643	0.16426
513.04625	0.86701	1.8666	1.69364	0.74775	3.21535	0.5784	2.56639	5.45341	1.82291	0.164
511.1175	0.86236	1.88388	1.7471	0.75076	3.22804	0.5869	2.58745	5.53492	1.85528	0.1577
509.18876	0.89481	1.96193	1.83464	0.78856	3.33102	0.57933	2.68965	5.73571	1.93536	0.15868
507.26001	0.89396	2.02759	1.83667	0.80772	3.37518	0.56249	2.73733	5.81085	1.97924	0.16948
505.33126	0.86337	2.04934	1.80679	0.79311	3.34102	0.56809	2.73068	5.80903	2.00212	0.18314
503.40252	0.87531	2.08805	1.87278	0.78251	3.39435	0.60201	2.79493	5.98134	2.08729	0.19124
501.47377	0.89874	2.07787	1.93304	0.76421	3.46534	0.62201	2.81633	6.11116	2.13777	0.19
499.54503	0.88371	2.00181	1.87209	0.75299	3.43299	0.62243	2.70352	5.96946	2.07482	0.16558
497.61628	0.88895	2.00277	1.81637	0.79256	3.44354	0.63218	2.66443	5.89576	2.03486	0.13771
495.68754	0.91569	2.0571	1.82366	0.83669	3.49633	0.63928	2.7314	5.96698	2.04504	0.13451
493.75879	0.88776	2.03803	1.84198	0.82309	3.45661	0.63727	2.75661	5.92879	2.02675	0.1386
491.83005	0.84243	2.00373	1.86523	0.79407	3.40357	0.65064	2.74023	5.83391	2.01562	0.14733
489.9013	0.85266	2.0264	1.86237	0.78391	3.39634	0.67439	2.71464	5.77509	2.03353	0.17138
487.97256	0.86454	2.00242	1.76943	0.76236	3.31102	0.67871	2.6327	5.62445	2.00011	0.17798
486.04381	0.84206	1.93367	1.66179	0.75181	3.19618	0.68086	2.55854	5.49607	1.95766	0.16072
484.11507	0.8437	1.96349	1.67192	0.79796	3.24582	0.71525	2.60072	5.64991	2.00975	0.16233
482.18632	0.88728	2.05901	1.77599	0.85599	3.37288	0.74145	2.69316	5.94396	2.08319	0.18905
480.25758	0.9095	2.07244	1.83865	0.86109	3.33607	0.71534	2.70386	5.97162	2.0561	0.2011
478.32883	0.904	2.07186	1.85064	0.85602	3.24922	0.68567	2.7052	5.84366	1.99523	0.18703
476.40009	0.91708	2.12518	1.85517	0.86611	3.27828	0.67132	2.76394	5.85089	1.97531	0.15998
474.47134	0.92863	2.1465	1.83842	0.84265	3.3531	0.65162	2.78036	5.90432	1.97175	0.14691
472.54259	0.89038	2.10845	1.80003	0.79222	3.35342	0.64754	2.70219	5.82432	1.95393	0.17068
470.61385	0.86739	2.10622	1.797	0.79534	3.33739	0.66886	2.69064	5.78581	1.97494	0.19653
468.6851	0.92358	2.1694	1.8727	0.845	3.43088	0.68973	2.82137	5.98185	2.08292	0.20065
466.75636	0.96522	2.18814	1.9575	0.8736	3.54125	0.70317	2.91979	6.16552	2.18146	0.2105
464.82761	0.90227	2.09978	1.92314	0.84873	3.49794	0.67539	2.84276	5.99496	2.13036	0.23906
462.89887	0.84912	2.04412	1.83906	0.80096	3.37919	0.61825	2.70632	5.65093	1.98794	0.25229
460.97012	0.89211	2.07151	1.82906	0.76358	3.29795	0.61601	2.61626	5.43216	1.89164	0.22487
459.04138	0.95712	2.08634	1.84038	0.73951	3.25211	0.67106	2.55533	5.35656	1.8775	0.18774
457.11263	0.98948	2.09396	1.81432	0.73972	3.27496	0.71933	2.55693	5.44879	1.93467	0.18889
455.18389	1.00542	2.11717	1.7728	0.76511	3.30378	0.75567	2.62762	5.66343	2.01036	0.20082
453.25514	0.98177	2.05835	1.70897	0.7812	3.19324	0.78335	2.62732	5.68363	2.0014	0.18619
451.3264	0.90115	1.93836	1.64875	0.77406	3.00339	0.76926	2.49693	5.3946	1.89151	0.17645
449.39765	0.82724	1.89033	1.62452	0.7683	2.898	0.72032	2.35214	5.08367	1.78628	0.17404
447.46891	0.81774	1.93629	1.61885	0.7688	2.91018	0.667	2.308	4.96496	1.76847	0.1462
445.54016	0.83147	2.03859	1.65702	0.77823	3.0092	0.63402	2.40933	5.07781	1.86307	0.11195
443.61142	0.82111	2.1971	1.80294	0.85135	3.20562	0.67171	2.64202	5.43206	2.05049	0.12178
441.68267	0.86089	2.40238	2.00732	0.95851	3.46184	0.78851	2.92124	5.8832	2.22578	0.15433
